From	Entry	Transmembrane	Transit peptide	Gene Ontology (cellular component)
Q99J83	Q99J83			Atg12-Atg5-Atg16 complex [GO:0034274]; autophagosome [GO:0005776]; axon [GO:0030424]; axoneme [GO:0005930]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; mitochondria-associated endoplasmic reticulum membrane [GO:0044233]; phagophore assembly site membrane [GO:0034045]; protein-containing complex [GO:0032991]; transferase complex [GO:1990234]
O43069	O43069			cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; phagophore assembly site [GO:0000407]; phagophore assembly site membrane [GO:0034045]
Q8L4Y5	Q8L4Y5			cytosol [GO:0005829]; dynactin complex [GO:0005869]; nucleus [GO:0005634]
Q9VX09	Q9VX09			cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; Ino80 complex [GO:0031011]; nucleus [GO:0005634]
O36019	O36019			Atg1/ULK1 kinase complex [GO:1990316]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of membrane [GO:0019898]; phagophore assembly site [GO:0000407]
Q06321	Q06321			cytoplasm [GO:0005737]; membrane [GO:0016020]
Q86TL0	Q86TL0			mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]
Q9UT16	Q9UT16		"TRANSIT 1..10; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q22258	Q22258			condensed nuclear chromosome [GO:0000794]; nucleus [GO:0005634]
Q13535	Q13535			ATR-ATRIP complex [GO:0070310]; chromosome [GO:0005694]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]
Q94BP7	Q94BP7			HAUS complex [GO:0070652]; mitotic spindle microtubule [GO:1990498]; phragmoplast [GO:0009524]; spindle [GO:0005819]
Q9UQB9	Q9UQB9			chromosome passenger complex [GO:0032133]; chromosome, centromeric region [GO:0000775]; condensed chromosome [GO:0000793]; cytoplasm [GO:0005737]; midbody [GO:0030496]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle microtubule [GO:0005876]; spindle midzone [GO:0051233]; spindle pole centrosome [GO:0031616]
Q9NWV8	Q9NWV8			BRCA1-A complex [GO:0070531]; BRISC complex [GO:0070552]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O95817	O95817			aggresome [GO:0016235]; chaperone complex [GO:0101031]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; neuron projection [GO:0043005]; nucleus [GO:0005634]; stress fiber [GO:0001725]; Z disc [GO:0030018]
Q2QX40	Q2QX40			nucleus [GO:0005634]
Q9H1I8	Q9H1I8			activating signal cointegrator 1 complex [GO:0099053]; DNA repair complex [GO:1990391]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q2LAE1	Q2LAE1			chromatin [GO:0000785]; chromosome, centromeric region [GO:0000775]; nucleus [GO:0005634]
Q9BZE9	Q9BZE9			cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; extrinsic component of membrane [GO:0019898]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; vesicle membrane [GO:0012506]
Q9NVM9	Q9NVM9			cytoplasm [GO:0005737]; integrator complex [GO:0032039]; intracellular membrane-bounded organelle [GO:0043231]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O59673	O59673		"TRANSIT 1..26; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]
Q8IMC6	Q8IMC6			cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle [GO:0005819]
Q96DX5	Q96DX5			cytosol [GO:0005829]; mitochondrion [GO:0005739]
P35734	P35734			cytoplasm [GO:0005737]; DASH complex [GO:0042729]; microtubule [GO:0005874]; mitotic spindle [GO:0072686]; mitotic spindle pole body [GO:0044732]
Q06628	Q06628			Atg1/ULK1 kinase complex [GO:1990316]; cytosol [GO:0005829]; extrinsic component of membrane [GO:0019898]; phagophore assembly site [GO:0000407]; vacuole-isolation membrane contact site [GO:0120095]
P46983	P46983			peroxisome [GO:0005777]
Q523C3	Q523C3			nucleus [GO:0005634]; phagophore assembly site [GO:0000407]
Q03153	Q03153		"TRANSIT 1..14; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
P92549	P92549			mitochondrial inner membrane [GO:0005743]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]
Q09774	Q09774			mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]
Q9R1S0	Q9R1S0			centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary transition zone [GO:0035869]; cytoplasm [GO:0005737]; membrane [GO:0016020]; MKS complex [GO:0036038]
Q9W0K4	Q9W0K4			nucleus [GO:0005634]; polytene chromosome [GO:0005700]
Q84LK3	Q84LK3			cytoplasm [GO:0005737]; peroxisome [GO:0005777]
P47068	P47068			actin cortical patch [GO:0030479]
P56945	P56945			actin cytoskeleton [GO:0015629]; axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; membrane [GO:0016020]; ruffle [GO:0001726]
Q8CCN5	Q8CCN5			cell leading edge [GO:0031252]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; euchromatin [GO:0000791]; intermediate filament cytoskeleton [GO:0045111]; nucleus [GO:0005634]; phagophore assembly site [GO:0000407]
Q42533	Q42533		"TRANSIT 1..82; /note=""Chloroplast""; /evidence=""ECO:0000255"""	acetyl-CoA carboxylase complex [GO:0009317]; chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast stroma [GO:0009570]; plastid [GO:0009536]
Q9BYV7	Q9BYV7			mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
O95999	O95999			CBM complex [GO:0032449]; cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; cytosol [GO:0005829]; immunological synapse [GO:0001772]; lysosome [GO:0005764]; membrane raft [GO:0045121]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; polkadots [GO:0002096]; protein-containing complex [GO:0032991]
Q6W2J9	Q6W2J9			BCOR complex [GO:0140261]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q96250	Q96250		"TRANSIT 1..42; /note=""Mitochondrion""; /evidence=""ECO:0000305"""	chloroplast [GO:0009507]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1) [GO:0000275]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plant-type cell wall [GO:0009505]
F4IK01	F4IK01			cytosol [GO:0005829]; HAUS complex [GO:0070652]; microtubule [GO:0005874]; phragmoplast [GO:0009524]; spindle [GO:0005819]
Q0WTP1	Q0WTP1			HAUS complex [GO:0070652]; phragmoplast [GO:0009524]; spindle microtubule [GO:0005876]
Q9JLZ3	Q9JLZ3		"TRANSIT 1..42; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:Q13825"""	mitochondrion [GO:0005739]
Q9PTP2	Q9PTP2			cytoplasmic vesicle [GO:0031410]
Q92843	Q92843			Bcl-2 family protein complex [GO:0097136]; cytosol [GO:0005829]; mitochondrial outer membrane [GO:0005741]
Q3UK10	Q3UK10			centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; membrane [GO:0016020]; MKS complex [GO:0036038]; nucleus [GO:0005634]
Q9UIG0	Q9UIG0			B-WICH complex [GO:0110016]; condensed chromosome [GO:0000793]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; pericentric heterochromatin [GO:0005721]; WICH complex [GO:0090535]
Q8GUC3	Q8GUC3			nucleus [GO:0005634]
Q19640	Q19640			BBSome [GO:0034464]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; membrane [GO:0016020]; motile cilium [GO:0031514]; neuron projection [GO:0043005]
Q9CZQ9	Q9CZQ9			axoneme [GO:0005930]; BBSome [GO:0034464]; centriolar satellite [GO:0034451]; ciliary basal body [GO:0036064]; ciliary membrane [GO:0060170]; cilium [GO:0005929]
Q28177	Q28177			cell cortex [GO:0005938]; cytoskeleton [GO:0005856]; intermediate filament [GO:0005882]; plasma membrane [GO:0005886]
P38110	P38110			chromosome, telomeric region [GO:0000781]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
P48985	P48985			nucleus [GO:0005634]
P50273	P50273		"TRANSIT 1..56; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial inner membrane [GO:0005743]
Q9SSW0	Q9SSW0			nucleus [GO:0005634]
Q5T5X7	Q5T5X7			heterochromatin [GO:0000792]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q9FM68	Q9FM68		"TRANSIT 1..62; /note=""Chloroplast""; /evidence=""ECO:0000255"""	chloroplast [GO:0009507]
Q12365	Q12365			central plaque of spindle pole body [GO:0005823]; cytoplasm [GO:0005737]; membrane [GO:0016020]; mitotic nuclear membrane microtubule tethering complex [GO:0106084]; nuclear envelope [GO:0005635]; spindle pole body [GO:0005816]
Q9NEZ7	Q9NEZ7			axoneme [GO:0005930]; BBSome [GO:0034464]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; neuron projection [GO:0043005]
Q96288	Q96288			nucleus [GO:0005634]
F4HZB2	F4HZB2			cytoplasm [GO:0005737]; P-body [GO:0000932]; root hair tip [GO:0035619]
O14874	O14874		"TRANSIT 1..30; /note=""Mitochondrion""; /evidence=""ECO:0000250"""	mitochondrial alpha-ketoglutarate dehydrogenase complex [GO:0005947]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q06631	Q06631			90S preribosome [GO:0030686]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]
Q7RTU4	Q7RTU4			chromatin [GO:0000785]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q6PI77	Q6PI77			cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]
P32451	P32451		"TRANSIT 1..16; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrion [GO:0005739]
Q9FMZ0	Q9FMZ0			cytosol [GO:0005829]; plasma membrane [GO:0005886]
Q93560	Q93560			cytoplasm [GO:0005737]; nucleus [GO:0005634]
P54132	P54132			chromosome [GO:0005694]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lateral element [GO:0000800]; nuclear chromosome [GO:0000228]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; protein-containing complex [GO:0032991]; RecQ family helicase-topoisomerase III complex [GO:0031422]; replication fork [GO:0005657]
Q9EPW1	Q9EPW1			aryl hydrocarbon receptor complex [GO:0034751]; chromatoid body [GO:0033391]; CLOCK-BMAL transcription complex [GO:1990513]; cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nucleus [GO:0005634]; PML body [GO:0016605]; transcription regulator complex [GO:0005667]
Q9LFD5	Q9LFD5			plasma membrane [GO:0005886]; plastid [GO:0009536]
Q59LY1	Q59LY1			nucleus [GO:0005634]
Q3URV1	Q3URV1			cilium [GO:0005929]; cytoplasm [GO:0005737]
Q08235	Q08235			nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
Q6EJ98	Q6EJ98			cytoplasm [GO:0005737]
Q9LZ82	Q9LZ82			cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]
Q8SWR8	Q8SWR8			cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; ribonucleoprotein granule [GO:0035770]
P54252	P54252			cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrial membrane [GO:0031966]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; synapse [GO:0045202]
Q9ZP27	Q9ZP27		"TRANSIT 1..57; /note=""Chloroplast""; /evidence=""ECO:0000269|PubMed:9858780"""	chloroplast stroma [GO:0009570]
Q8ML92	Q8ML92			cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]
O35484	O35484			centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q8IWZ6	Q8IWZ6			axoneme [GO:0005930]; BBSome [GO:0034464]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary membrane [GO:0060170]; cytosol [GO:0005829]; membrane [GO:0016020]; neuron projection [GO:0043005]; nucleus [GO:0005634]; photoreceptor outer segment [GO:0001750]
Q9P287	Q9P287			centriole [GO:0005814]; centrosome [GO:0005813]; cytosol [GO:0005829]; mitotic spindle pole [GO:0097431]; nuclear cyclin-dependent protein kinase holoenzyme complex [GO:0019908]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O22133	O22133			cytoplasm [GO:0005737]
Q8WXE1	Q8WXE1			ATR-ATRIP complex [GO:0070310]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9UBB4	Q9UBB4			cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; extracellular space [GO:0005615]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
Q9C5X4	Q9C5X4			chromatin [GO:0000785]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; Set1C/COMPASS complex [GO:0048188]
G5ED29	G5ED29			cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; nucleus [GO:0005634]
F4K1J4	F4K1J4			cytoplasm [GO:0005737]; nucleus [GO:0005634]; Set1C/COMPASS complex [GO:0048188]
Q8GYM3	Q8GYM3			HAUS complex [GO:0070652]; phragmoplast [GO:0009524]; spindle microtubule [GO:0005876]
Q21209	Q21209			BRCA1-BARD1 complex [GO:0031436]; chromosome [GO:0005694]; cytoplasm [GO:0005737]
Q09LL3	Q09LL3			nucleus [GO:0005634]
Q94CE3	Q94CE3		"TRANSIT 1..56; /note=""Chloroplast""; /evidence=""ECO:0000255"""	chloroplast [GO:0009507]
Q9DDT2	Q9DDT2			cytosol [GO:0005829]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q9UHR4	Q9UHR4			adherens junction [GO:0005912]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q99MQ1	Q99MQ1			cytoplasm [GO:0005737]
Q8VZJ1	Q8VZJ1		"TRANSIT 1..44; /note=""Chloroplast""; /evidence=""ECO:0000255"""	chloroplast [GO:0009507]; nucleus [GO:0005634]
Q18825	Q18825			adherens junction [GO:0005912]; catenin complex [GO:0016342]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]
F4I443	F4I443			BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q5BPF3	Q5BPF3			cell cortex [GO:0005938]; extrinsic component of plasma membrane [GO:0019897]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q9BXH1	Q9BXH1			cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; PUMA-BCL-xl complex [GO:0097143]
Q9C6F5	Q9C6F5		"TRANSIT 1..20; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrion [GO:0005739]
Q8SY41	Q8SY41			cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q09242	Q09242			nucleus [GO:0005634]
Q86UU0	Q86UU0			beta-catenin-TCF complex [GO:1990907]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q02337	Q02337		"TRANSIT 1..46; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:1639787"""	intracellular membrane-bounded organelle [GO:0043231]; matrix side of mitochondrial inner membrane [GO:0099617]; mitochondrial matrix [GO:0005759]
Q22592	Q22592			axon [GO:0030424]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; dendrite [GO:0030425]; endosome [GO:0005768]; nucleus [GO:0005634]; perikaryon [GO:0043204]; phagophore assembly site [GO:0000407]; phosphatidylinositol 3-kinase complex, class III, type I [GO:0034271]; phosphatidylinositol 3-kinase complex, class III, type II [GO:0034272]
A0JNT9	A0JNT9			centrosome [GO:0005813]; cytoplasm [GO:0005737]
Q9SRX9	Q9SRX9			nuclear speck [GO:0016607]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
O65258	O65258		"TRANSIT 1..55; /note=""Chloroplast""; /evidence=""ECO:0000255"""	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]
P39724	P39724			iron-sulfur cluster assembly complex [GO:1990229]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q9FIC3	Q9FIC3			cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q9VVR2	Q9VVR2			cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q3KPK4	Q3KPK4			chromosome [GO:0005694]; chromosome passenger complex [GO:0032133]; chromosome, centromeric region [GO:0000775]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle [GO:0005819]
Q4V7H8	Q4V7H8			chromosome [GO:0005694]; chromosome passenger complex [GO:0032133]; chromosome, centromeric region [GO:0000775]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle [GO:0005819]
Q9UKI2	Q9UKI2			actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; plasma membrane [GO:0005886]
Q7LKZ7	Q7LKZ7			cytosol [GO:0005829]; fungal-type vacuole [GO:0000324]; membrane [GO:0016020]
A1L4W5	A1L4W5			cytosol [GO:0005829]; nucleus [GO:0005634]
O70305	O70305			cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; perinuclear region of cytoplasm [GO:0048471]; polysome [GO:0005844]; ribonucleoprotein complex [GO:1990904]; trans-Golgi network [GO:0005802]
Q156A1	Q156A1			nucleus [GO:0005634]
Q9FMB4	Q9FMB4			HAUS complex [GO:0070652]; phragmoplast [GO:0009524]; spindle microtubule [GO:0005876]
Q0WQ57	Q0WQ57			cell plate [GO:0009504]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; vesicle [GO:0031982]
Q9SSW1	Q9SSW1			nucleus [GO:0005634]
Q9Y7N0	Q9Y7N0			chromatin [GO:0000785]; nucleus [GO:0005634]; Swr1 complex [GO:0000812]
Q8GW43	Q8GW43			cytosol [GO:0005829]; peroxisome [GO:0005777]
O23304	O23304			cytosol [GO:0005829]
O94480	O94480			cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]
Q01954	Q01954			cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q14137	Q14137			chromosome [GO:0005694]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; PeBoW complex [GO:0070545]; preribosome, large subunit precursor [GO:0030687]; ribonucleoprotein complex [GO:1990904]
P25356	P25356			cytosol [GO:0005829]; extrinsic component of membrane [GO:0019898]; fungal-type vacuole membrane [GO:0000329]; membrane [GO:0016020]; mitochondrion [GO:0005739]
D4A7T3	D4A7T3			chromatin [GO:0000785]; nucleus [GO:0005634]
P42737	P42737		"TRANSIT 1..71; /note=""Chloroplast""; /evidence=""ECO:0000255"""	apoplast [GO:0048046]; chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast stroma [GO:0009570]; chloroplast thylakoid membrane [GO:0009535]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; plastid [GO:0009536]
K7QKH1	K7QKH1		"TRANSIT 1..34; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrion [GO:0005739]
Q9LLC1	Q9LLC1		"TRANSIT 1..87; /note=""Chloroplast""; /evidence=""ECO:0000255"""	acetyl-CoA carboxylase complex [GO:0009317]; chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast stroma [GO:0009570]
Q8L467	Q8L467			nucleus [GO:0005634]
Q8JGN5	Q8JGN5			chromosome [GO:0005694]; chromosome passenger complex [GO:0032133]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; midbody [GO:0030496]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; spindle [GO:0005819]
Q9M280	Q9M280			nucleus [GO:0005634]
O59793	O59793			catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]; post-mRNA release spliceosomal complex [GO:0071014]; spindle [GO:0005819]
Q61337	Q61337			cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]
Q9SN74	Q9SN74			nucleus [GO:0005634]
Q8GY61	Q8GY61			nucleus [GO:0005634]
Q06333	Q06333			BLOC-1 complex [GO:0031083]; cytoplasm [GO:0005737]; endosome [GO:0005768]
